Data,Casos novos,Recuperados,Descartados,Óbitos,Casos ativos,Internados SARG,Internados UTI,Rt,Casos 7 ultimos dias,Internações 7 últimos,UTI 7 últimos,Óbitos 7 últimos
15 de jul. de 2020,103,53,131,4,766,86,24,0.79,49.57142857142857,73.85714285714286,24.714285714285715,13
14 de jul. de 2020,69,47,84,1,720,80,25,0.77,46.42857142857143,74.85714285714286,24.571428571428573,11
13 de jul. de 2020,22,31,22,2,699,72,27,0.77,43.42857142857143,74.42857142857143,24,10
12 de jul. de 2020,6,21,4,0,710,64,20,1.31,70.28571428571429,76,23,12
11 de jul. de 2020,90,37,75,3,725,69,24,1.66,79.57142857142857,77.28571428571429,22.857142857142858,12
10 de jul. de 2020,22,0,37,1,675,70,27,1.6,69.71428571428571,79,22.285714285714285,9
9 de jul. de 2020,35,63,88,2,654,76,26,1.83,73.14285714285714,81.71428571428571,21.714285714285715,13
8 de jul. de 2020,81,48,93,2,684,93,23,2.05,76.14285714285714,83.57142857142857,21.714285714285715,11
7 de jul. de 2020,48,82,88,0,653,77,21,2.08,73.14285714285714,84.71428571428571,22,9
6 de jul. de 2020,210,56,76,4,687,83,20,2.21,74.42857142857143,85.14285714285714,22.571428571428573,10
5 de jul. de 2020,71,31,65,0,537,73,19,1.5,48.857142857142854,85,23.285714285714285,7
4 de jul. de 2020,21,45,32,0,497,81,20,1.25,39.42857142857143,84,23.714285714285715,7
3 de jul. de 2020,46,24,91,5,521,89,23,1.53,46.57142857142857,82.14285714285714,24.142857142857142,7
2 de jul. de 2020,56,83,83,0,504,89,26,1.5,44.857142857142854,81,24,2
1 de jul. de 2020,60,24,64,0,531,101,25,1.35,40,78,23.571428571428573,8
30 de jun. de 2020,57,83,95,1,495,80,25,1.18,34.714285714285715,72.66666666666667,23.714285714285715,8
29 de jun. de 2020,31,0,45,1,522,82,25,1.12,33,71,23.714285714285715,7
28 de jun. de 2020,5,38,29,0,492,66,22,1.14,32.714285714285715,70.5,23.857142857142858,8
27 de jun. de 2020,71,45,177,0,525,68,23,1.16,32.857142857142854,70.66666666666667,24,8
26 de jun. de 2020,34,0,71,0,499,null,22,0.94,26.142857142857142,70.66666666666667,24.142857142857142,8
25 de jun. de 2020,22,0,34,6,465,71,23,1,27.142857142857142,70.85714285714286,24,10
24 de jun. de 2020,23,0,27,0,449,69,26,1.09,28.428571428571427,71.42857142857143,23.714285714285715,4
23 de jun. de 2020,45,77,89,0,426,70,25,1.29,32,71.57142857142857,22,5
22 de jun. de 2020,29,0,95,2,458,79,26,1.29,30.285714285714285,71,20.428571428571427,5
21 de jun. de 2020,6,15,2,0,431,67,23,1.35,29.428571428571427,67.57142857142857,18.428571428571427,3
20 de jun. de 2020,24,11,44,0,440,68,24,1.49,30,64.71428571428571,17.142857142857142,3
19 de jun. de 2020,41,0,73,2,427,72,21,1.74,32.142857142857146,61.57142857142857,15.714285714285714,3
18 de jun. de 2020,31,0,61,0,388,75,21,1.8,30.285714285714285,57.857142857142854,14.285714285714286,2
17 de jun. de 2020,48,0,82,1,357,70,14,1.89,28.571428571428573,53.857142857142854,13,3
16 de jun. de 2020,33,0,79,0,310,66,14,2.01,27.142857142857142,50,12.571428571428571,4
15 de jun. de 2020,23,0,16,0,277,55,12,2.25,27.285714285714285,46.857142857142854,12.285714285714286,4
14 de jun. de 2020,10,0,7,0,254,47,14,2.32,25.285714285714285,45.57142857142857,12,4
13 de jun. de 2020,39,24,259,0,244,46,14,2.45,24,43.857142857142854,11.857142857142858,4
12 de jun. de 2020,28,0,5,1,229,46,11,2.17,19.142857142857142,42.285714285714285,11.571428571428571,5
11 de jun. de 2020,19,20,7,1,202,47,12,2.27,18.142857142857142,40.857142857142854,11.857142857142858,4
10 de jun. de 2020,38,0,12,2,204,43,11,2.45,17.714285714285715,38.142857142857146,11.714285714285714,4
9 de jun. de 2020,34,0,4,0,168,44,12,2.26,14.714285714285714,36.142857142857146,11.714285714285714,3
8 de jun. de 2020,9,0,2,0,134,46,10,2,11.571428571428571,33.285714285714285,11.857142857142858,3
7 de jun. de 2020,1,0,0,0,125,35,13,2.06,10.571428571428571,29.857142857142858,11.857142857142858,3
6 de jun. de 2020,5,4,8,1,124,35,12,2.27,10.428571428571429,27.714285714285715,11.428571428571429,3
5 de jun. de 2020,21,0,0,0,124,36,13,2.69,11.142857142857142,25.571428571428573,11.285714285714286,4
4 de jun. de 2020,16,0,8,1,103,28,11,2.51,9.428571428571429,24,11.571428571428571,4
3 de jun. de 2020,17,0,4,1,88,29,11,2.3,7.857142857142857,23.571428571428573,11.428571428571429,4
2 de jun. de 2020,12,0,3,0,72,24,13,2.17,6.714285714285714,22.428571428571427,11,3
1 de jun. de 2020,2,0,1,0,60,22,10,1.99,5.571428571428571,21.285714285714285,10.285714285714286,3
31 de mai. de 2020,0,0,0,0,58,20,10,2.09,5.285714285714286,19.714285714285715,9.714285714285714,3
30 de mai. de 2020,10,3,2,2,58,20,11,2.3,5.285714285714286,18.857142857142858,9.142857142857142,4
29 de mai. de 2020,9,0,6,0,53,25,15,2.2,4.571428571428571,17.857142857142858,8.428571428571429,3
28 de mai. de 2020,5,0,0,1,44,25,10,2.06,3.857142857142857,17.142857142857142,7.571428571428571,3
27 de mai. de 2020,9,0,2,0,40,21,8,2.37,4,17,7.857142857142857,2
26 de mai. de 2020,4,0,0,0,31,16,8,2.01,3,17,8.571428571428571,2
25 de mai. de 2020,0,0,0,0,27,11,6,2.03,2.7142857142857144,18.285714285714285,9.142857142857142,2
24 de mai. de 2020,0,0,0,1,27,14,6,2.44,3,19.857142857142858,9.714285714285714,2
23 de mai. de 2020,5,18,2,1,28,13,6,2.59,3,20.833333333333332,10.333333333333334,1
22 de mai. de 2020,4,1,3,0,42,20,9,2.19,2.4285714285714284,21.5,10.5,0
21 de mai. de 2020,6,1,11,0,39,24,12,1.99,2.142857142857143,20.833333333333332,10,0
20 de mai. de 2020,2,0,3,0,34,21,13,1.38,1.4285714285714286,19.166666666666668,8.833333333333334,0
19 de mai. de 2020,2,0,0,0,32,25,12,1.27,1.2857142857142858,17.666666666666668,7.333333333333333,0
18 de mai. de 2020,2,0,3,0,30,22,10,1.43,1.4285714285714286,15.5,6.166666666666667,1
17 de mai. de 2020,0,0,0,0,28,null,null,1.18,1.1428571428571428,14.5,5.166666666666667,1
16 de mai. de 2020,1,0,0,0,28,17,7,1.22,1.1428571428571428,13.857142857142858,5.142857142857143,1
15 de mai. de 2020,2,0,0,0,27,16,6,1.13,1,13.333333333333334,4.833333333333333,1
14 de mai. de 2020,1,0,0,0,25,14,5,1.19,1,12.333333333333334,4.6,1
13 de mai. de 2020,1,0,4,0,24,12,4,1.4,1.1428571428571428,12,4.5,1
12 de mai. de 2020,3,0,2,1,23,12,5,1.61,1.2857142857142858,12,4.666666666666667,1
11 de mai. de 2020,0,0,1,0,21,16,4,1.45,1.1428571428571428,12.8,5.333333333333333,0
10 de mai. de 2020,0,0,2,0,21,10,5,1.41,1.1428571428571428,12.2,6,0
9 de mai. de 2020,0,0,null,0,21,null,null,1.33,1.1428571428571428,12.75,6.5,0
8 de mai. de 2020,2,0,3,0,21,10,null,1.23,1.1428571428571428,13.4,6,0
7 de mai. de 2020,2,13,9,0,19,12,null,0.87,0.8571428571428571,14.8,5.75,0
6 de mai. de 2020,2,0,null,0,null,null,null,0.69,0.7142857142857143,15.8,5.6,0
5 de mai. de 2020,2,0,0,0,null,16,7,0.53,0.5714285714285714,15.666666666666666,5.666666666666667,0
4 de mai. de 2020,0,0,2,0,null,13,6,0.29,0.2857142857142857,15.833333333333334,5.666666666666667,1
3 de mai. de 2020,0,0,null,0,null,null,null,0.59,0.7142857142857143,16.166666666666668,5.833333333333333,1
2 de mai. de 2020,0,0,2,0,null,16,5,0.56,0.7142857142857143,15.428571428571429,5.428571428571429,1
1 de mai. de 2020,0,0,6,0,null,17,5,0.74,1,14.714285714285714,5.142857142857143,1
30 de abr. de 2020,1,0,3,0,null,17,5,0.71,1,15.142857142857142,5.571428571428571,1
29 de abr. de 2020,1,0,1,0,null,15,6,0.68,1,15.571428571428571,6,2
28 de abr. de 2020,0,0,5,1,null,17,7,0.91,1.4285714285714286,16.428571428571427,6.428571428571429,2
27 de abr. de 2020,3,0,2,0,null,15,7,0.89,1.4285714285714286,null,6.857142857142857,1
26 de abr. de 2020,0,0,0,0,null,11,3,0.64,1,null,7.285714285714286,2
25 de abr. de 2020,2,0,8,0,null,11,3,0.66,1,null,8.142857142857142,2
24 de abr. de 2020,0,0,1,0,null,20,8,0.89,1.2857142857142858,null,9,2
23 de abr. de 2020,1,0,4,1,null,20,8,0.99,1.2857142857142858,null,9.142857142857142,2
22 de abr. de 2020,4,0,16,0,null,21,9,1.51,1.7142857142857142,null,9.428571428571429,2
21 de abr. de 2020,0,0,7,0,null,20,10,1.84,1.7142857142857142,null,9.142857142857142,2
20 de abr. de 2020,0,0,8,1,null,20,10,2.87,2.142857142857143,null,9,2
19 de abr. de 2020,0,0,null,0,null,25,9,3.73,2.142857142857143,null,8.5,2
18 de abr. de 2020,4,0,0,0,null,25,9,5.5,2.4285714285714284,null,8,3
17 de abr. de 2020,0,0,1,0,null,21,9,5.81,2,null,7.8,3
16 de abr. de 2020,4,0,5,1,null,16,10,7.06,2,null,7.4,3
15 de abr. de 2020,4,0,0,0,null,11,7,6.03,1.4285714285714286,null,6.6,3
14 de abr. de 2020,3,0,-1,0,null,14,null,null,0.8571428571428571,null,6.4,3
13 de abr. de 2020,0,0,1,1,null,13,7,null,0.5714285714285714,null,6.5,3
12 de abr. de 2020,2,0,5,1,null,20,6,null,0.5714285714285714,null,6.333333333333333,2
11 de abr. de 2020,1,0,null,0,null,24,null,null,0.2857142857142857,null,6.333333333333333,1
10 de abr. de 2020,0,0,3,0,null,21,7,null,0.2857142857142857,null,6.428571428571429,1
9 de abr. de 2020,0,0,null,1,null,25,6,null,0.2857142857142857,null,5.571428571428571,1
8 de abr. de 2020,0,0,4,0,null,22,6,null,0.2857142857142857,null,5.5,0
7 de abr. de 2020,1,0,0,0,null,17,7,null,0.2857142857142857,null,5.4,0
6 de abr. de 2020,0,0,5,0,null,17,6,null,0.14285714285714285,null,5,0
5 de abr. de 2020,0,0,4,0,null,16,6,null,0.14285714285714285,null,4.666666666666667,0
4 de abr. de 2020,1,0,4,0,null,14,7,null,0.14285714285714285,null,4,0
3 de abr. de 2020,0,0,null,0,null,12,1,null,0,null,1,0
2 de abr. de 2020,0,0,null,0,null,12,null,null,0,null,null,0
1 de abr. de 2020,0,0,null,0,null,10,null,null,0,null,null,0
31 de mar. de 2020,0,0,null,0,null,10,null,null,null,null,null,null
30 de mar. de 2020,0,0,null,0,null,10,null,null,null,null,null,null
29 de mar. de 2020,0,0,null,0,null,10,null,null,null,null,null,null
28 de mar. de 2020,0,0,null,0,null,12,null,null,null,null,null,null
27 de mar. de 2020,0,0,null,0,null,14,null,null,null,null,null,null
26 de mar. de 2020,0,0,null,0,null,16,null,null,null,null,null,null
25 de mar. de 2020,1,null,null,null,null,15,null,null,null,null,null,null
