data_coleta;uf;taxa_ocup;alerta
2021-04-05;Distrito Federal; 99,0;Crítico
2021-04-12;Distrito Federal; 98,0;Crítico
2021-04-19;Distrito Federal; 98,0;Crítico
2021-04-26;Distrito Federal; 97,0;Crítico
2021-05-03;Distrito Federal; 91,0;Crítico
2021-05-10;Distrito Federal; 81,0;Crítico
2021-05-17;Distrito Federal; 84,0;Crítico
2021-05-24;Distrito Federal; 96,0;Crítico
2021-05-31;Distrito Federal; 95,0;Crítico
2021-06-07;Distrito Federal; 90,0;Crítico
2021-06-14;Distrito Federal; 92,0;Crítico
2020-07-17;Rio de Janeiro; 66,0;Médio
2020-07-27;Rio de Janeiro; 71,0;Médio
2020-08-10;Rio de Janeiro; 63,0;Médio
2020-08-24;Rio de Janeiro; 68,0;Médio
2020-09-07;Rio de Janeiro; 25,3;Baixo
2020-09-21;Rio de Janeiro; 41,4;Baixo
2020-10-05;Rio de Janeiro; 55,0;Baixo
2020-10-26;Rio de Janeiro; 51,1;Baixo
2020-11-09;Rio de Janeiro; 53,2;Baixo
2020-11-23;Rio de Janeiro; 70,0;Médio
2020-12-07;Rio de Janeiro; 73,4;Médio
2020-12-21;Rio de Janeiro; 77,0;Médio
2021-01-04;Rio de Janeiro; 73,3;Médio
2021-01-18;Rio de Janeiro; 74,5;Médio
2021-02-01;Rio de Janeiro; 60,4;Médio
2021-02-22;Rio de Janeiro; 61,3;Médio
2021-03-01;Rio de Janeiro; 63,0;Médio
2021-03-08;Rio de Janeiro; 69,3;Médio
2021-03-15;Rio de Janeiro; 79,0;Médio
2021-03-22;Rio de Janeiro; 85,0;Crítico
2021-03-29;Rio de Janeiro; 88,0;Crítico
2021-04-05;Rio de Janeiro; 91,0;Crítico
2021-04-12;Rio de Janeiro; 90,0;Crítico
2021-04-19;Rio de Janeiro; 86,0;Crítico
2021-04-26;Rio de Janeiro; 88,0;Crítico
2021-05-03;Rio de Janeiro; 86,0;Crítico
2021-05-10;Rio de Janeiro; 87,0;Crítico
2021-05-17;Rio de Janeiro; 83,0;Crítico
2021-05-24;Rio de Janeiro; 83,0;Crítico
2021-05-31;Rio de Janeiro; 85,0;Crítico
2021-06-07;Rio de Janeiro; 81,0;Crítico
2021-06-14;Rio de Janeiro; 71,0;Médio
