Data,Casos novos,Recuperados,Descartados,Óbitos,Casos ativos,Internados SARG,Internados UTI,Rt,Casos 7 ultimos dias,Internações 7 últimos,UTI 7 últimos,Óbitos 7 últimos
7 de set. de 2020,4,52,5,1,305,27,22,0.51,26.714285714285715,30.142857142857142,21.142857142857142,6
6 de set. de 2020,13,43,58,0,354,27,23,0.7,35.285714285714285,30.571428571428573,20.428571428571427,7
5 de set. de 2020,27,58,63,1,384,32,22,0.83,39.57142857142857,30.428571428571427,19.571428571428573,7
4 de set. de 2020,30,62,168,1,416,34,21,1.07,46.857142857142854,29.571428571428573,18.857142857142858,6
3 de set. de 2020,59,56,192,0,449,37,22,1.34,53.714285714285715,27.857142857142858,18.857142857142858,6
2 de set. de 2020,30,47,109,1,446,25,21,1.68,61,26,18.571428571428573,6
1 de set. de 2020,24,56,119,2,464,29,17,2.01,67.42857142857143,25.714285714285715,18.428571428571427,5
31 de ago. de 2020,64,89,272,2,498,30,17,2.14,67.42857142857143,24,18.857142857142858,5
30 de ago. de 2020,43,24,123,0,525,26,17,1.96,59.42857142857143,22.285714285714285,19.285714285714285,4
29 de ago. de 2020,78,73,1270,0,506,26,17,1.79,54,21.428571428571427,19.285714285714285,5
28 de ago. de 2020,78,34,293,1,501,22,21,1.63,50.285714285714285,21.571428571428573,19.142857142857142,8
27 de ago. de 2020,110,27,309,0,458,24,20,1.34,42.285714285714285,22.428571428571427,18.714285714285715,9
26 de ago. de 2020,75,33,290,0,375,23,20,0.99,32,23.142857142857142,19.142857142857142,9
25 de ago. de 2020,24,28,69,2,333,17,20,0.74,24.571428571428573,24.285714285714285,19.857142857142858,9
24 de ago. de 2020,8,21,69,1,339,18,20,0.83,28.285714285714285,25.571428571428573,21,8
23 de ago. de 2020,5,32,9,1,353,20,17,0.81,28.142857142857142,26.714285714285715,22.142857142857142,9
22 de ago. de 2020,52,53,140,3,381,27,16,0.94,33.714285714285715,27.571428571428573,24,8
21 de ago. de 2020,22,36,89,2,385,28,18,0.77,27.857142857142858,27.571428571428573,25.857142857142858,6
20 de ago. de 2020,38,22,227,0,401,29,23,0.75,28,27.857142857142858,27.428571428571427,4
19 de ago. de 2020,23,49,69,0,385,31,25,0.79,30.428571428571427,27.571428571428573,28.428571428571427,4
18 de ago. de 2020,50,62,175,1,411,26,28,0.8,31.714285714285715,26.142857142857142,29.142857142857142,5
17 de ago. de 2020,7,43,11,2,424,26,28,0.81,33.285714285714285,26.428571428571427,29.142857142857142,6
16 de ago. de 2020,44,67,89,0,462,26,30,0.8,34.42857142857143,27.714285714285715,29,4
15 de ago. de 2020,11,58,43,1,485,27,29,0.67,30,30,28,5
14 de ago. de 2020,23,61,109,0,533,30,29,0.67,31.142857142857142,31.571428571428573,27.285714285714285,7
13 de ago. de 2020,55,54,93,0,571,27,30,0.82,39.857142857142854,33.142857142857146,26.857142857142858,9
12 de ago. de 2020,32,101,106,1,570,21,30,0.66,32.857142857142854,35.42857142857143,26.714285714285715,10
11 de ago. de 2020,61,76,128,2,640,28,28,0.72,37.57142857142857,38.714285714285715,26.428571428571427,10
10 de ago. de 2020,15,79,72,0,657,35,27,0.69,37.285714285714285,41.285714285714285,25.857142857142858,8
9 de ago. de 2020,13,87,21,1,721,42,23,0.73,40.142857142857146,42.142857142857146,25.571428571428573,11
8 de ago. de 2020,19,98,67,3,796,38,24,0.69,38.857142857142854,40.42857142857143,26,11
7 de ago. de 2020,84,75,273,2,878,41,26,0.79,45.42857142857143,40.42857142857143,26.571428571428573,9
6 de ago. de 2020,6,54,27,1,871,43,29,0.81,47.42857142857143,40.142857142857146,26.714285714285715,8
5 de ago. de 2020,65,82,278,1,920,44,28,0.87,52.285714285714285,38.142857142857146,26.428571428571427,9
4 de ago. de 2020,59,71,239,0,938,46,24,0.83,51.42857142857143,36.42857142857143,26.428571428571427,8
3 de ago. de 2020,35,73,213,3,950,41,25,0.84,52.857142857142854,34.57142857142857,26.714285714285715,12
2 de ago. de 2020,4,37,5,1,991,30,26,0.82,53.142857142857146,32.57142857142857,26.428571428571427,10
1 de ago. de 2020,65,89,155,1,1025,38,28,0.81,53.142857142857146,31.571428571428573,26.142857142857142,14
31 de jul. de 2020,98,78,41,1,1050,39,27,0.76,50.42857142857143,31.285714285714285,25.714285714285715,14
30 de jul. de 2020,40,63,75,2,1031,29,27,0.88,58.142857142857146,30.428571428571427,26.142857142857142,14
29 de jul. de 2020,59,58,143,0,1056,32,28,0.89,57.857142857142854,31.857142857142858,26.857142857142858,13
28 de jul. de 2020,69,53,158,4,1055,33,26,0.91,58.142857142857146,32.857142857142854,26.857142857142858,14
27 de jul. de 2020,37,62,51,1,1043,27,23,1,62.714285714285715,34.42857142857143,27.142857142857142,11
26 de jul. de 2020,4,35,5,5,1069,23,24,1.05,64.57142857142857,36.714285714285715,27.857142857142858,11
25 de jul. de 2020,46,57,108,1,1105,36,25,1.27,77.14285714285714,40,28.714285714285715,6
24 de jul. de 2020,152,62,222,1,1117,33,30,1.25,74.28571428571429,41.857142857142854,29,6
23 de jul. de 2020,38,42,75,1,1028,39,32,1.02,59.714285714285715,44.285714285714285,28.714285714285715,7
22 de jul. de 2020,61,38,108,1,1033,39,28,1.14,67,46.142857142857146,28,6
21 de jul. de 2020,101,47,193,1,1011,44,28,1.24,73,49.142857142857146,27.428571428571427,9
20 de jul. de 2020,50,31,62,1,958,43,28,1.14,68.42857142857143,49.57142857142857,27,9
19 de jul. de 2020,92,0,112,0,940,46,30,1.05,64.42857142857143,50.142857142857146,26.857142857142858,10
18 de jul. de 2020,26,11,54,1,848,49,27,0.83,52.142857142857146,50.857142857142854,25.428571428571427,10
17 de jul. de 2020,50,23,85,2,834,50,28,0.96,61.285714285714285,51.57142857142857,25,12
16 de jul. de 2020,89,46,112,0,809,52,27,0.89,57.285714285714285,51.714285714285715,24.857142857142858,11
15 de jul. de 2020,103,53,131,4,766,60,24,0.79,49.57142857142857,52.857142857142854,24.714285714285715,13
14 de jul. de 2020,69,47,84,1,720,47,25,0.77,46.42857142857143,53.285714285714285,24.571428571428573,11
13 de jul. de 2020,22,31,22,2,699,47,27,0.77,43.42857142857143,58,24,10
12 de jul. de 2020,6,21,4,0,710,51,20,1.31,70.28571428571429,61.57142857142857,23,12
11 de jul. de 2020,90,37,75,3,725,54,24,1.66,79.57142857142857,64.85714285714286,22.857142857142858,12
10 de jul. de 2020,22,0,37,1,675,51,27,1.6,69.71428571428571,69.14285714285714,22.285714285714285,9
9 de jul. de 2020,35,63,88,2,654,60,26,1.83,73.14285714285714,73,21.714285714285715,13
8 de jul. de 2020,81,48,93,2,684,63,23,2.05,76.14285714285714,75.42857142857143,21.714285714285715,11
7 de jul. de 2020,48,82,88,0,653,80,21,2.08,73.14285714285714,77.14285714285714,22,9
6 de jul. de 2020,210,56,76,4,687,72,20,2.21,74.42857142857143,75.42857142857143,22.571428571428573,10
5 de jul. de 2020,71,31,65,0,537,74,19,1.5,48.857142857142854,74.42857142857143,23.285714285714285,7
4 de jul. de 2020,21,45,32,0,497,84,20,1.25,39.42857142857143,74.14285714285714,23.714285714285715,7
3 de jul. de 2020,46,24,91,5,521,78,23,1.53,46.57142857142857,73.57142857142857,24.142857142857142,7
2 de jul. de 2020,56,83,83,0,504,77,26,1.5,44.857142857142854,74.57142857142857,24,2
1 de jul. de 2020,60,24,64,0,531,75,25,1.35,40,75.71428571428571,23.571428571428573,8
30 de jun. de 2020,57,83,95,1,495,68,25,1.18,34.714285714285715,77.28571428571429,23.714285714285715,8
29 de jun. de 2020,31,0,45,1,522,65,25,1.12,33,80.28571428571429,23.714285714285715,7
28 de jun. de 2020,5,38,29,0,492,72,22,1.14,32.714285714285715,83.57142857142857,23.857142857142858,8
27 de jun. de 2020,71,45,177,0,525,80,23,1.16,32.857142857142854,86.42857142857143,24,8
26 de jun. de 2020,34,0,71,0,499,85,22,0.94,26.142857142857142,88.28571428571429,24.142857142857142,8
25 de jun. de 2020,22,0,34,6,465,85,23,1,27.142857142857142,89.42857142857143,24,10
24 de jun. de 2020,23,0,27,0,449,86,26,1.09,28.428571428571427,90.71428571428571,23.714285714285715,4
23 de jun. de 2020,45,77,89,0,426,89,25,1.29,32,90.42857142857143,22,5
22 de jun. de 2020,29,0,95,2,458,88,26,1.29,30.285714285714285,88.42857142857143,20.428571428571427,5
21 de jun. de 2020,6,15,2,0,431,92,23,1.35,29.428571428571427,87.28571428571429,18.428571428571427,3
20 de jun. de 2020,24,11,44,0,440,93,24,1.49,30,87.42857142857143,17.142857142857142,3
19 de jun. de 2020,41,0,73,2,427,93,21,1.74,32.142857142857146,87.28571428571429,15.714285714285714,3
18 de jun. de 2020,31,0,61,0,388,94,21,1.8,30.285714285714285,86.71428571428571,14.285714285714286,2
17 de jun. de 2020,48,0,82,1,357,84,14,1.89,28.571428571428573,85.28571428571429,13,3
16 de jun. de 2020,33,0,79,0,310,75,14,2.01,27.142857142857142,86,12.571428571428571,4
15 de jun. de 2020,23,0,16,0,277,80,12,2.25,27.285714285714285,85.14285714285714,12.285714285714286,4
14 de jun. de 2020,10,0,7,0,254,93,14,2.32,25.285714285714285,84.28571428571429,12,4
13 de jun. de 2020,39,24,259,0,244,92,14,2.45,24,80.57142857142857,11.857142857142858,4
12 de jun. de 2020,28,0,5,1,229,89,11,2.17,19.142857142857142,78.42857142857143,11.571428571428571,5
11 de jun. de 2020,19,20,7,1,202,84,12,2.27,18.142857142857142,78,11.857142857142858,4
10 de jun. de 2020,38,0,12,2,204,89,11,2.45,17.714285714285715,77.42857142857143,11.714285714285714,4
9 de jun. de 2020,34,0,4,0,168,69,12,2.26,14.714285714285714,75,11.714285714285714,3
8 de jun. de 2020,9,0,2,0,134,74,10,2,11.571428571428571,74.28571428571429,11.857142857142858,3
7 de jun. de 2020,1,0,0,0,125,67,13,2.06,10.571428571428571,73.57142857142857,11.857142857142858,3
6 de jun. de 2020,5,4,8,1,124,77,12,2.27,10.428571428571429,74,11.428571428571429,3
5 de jun. de 2020,21,0,0,0,124,86,13,2.69,11.142857142857142,73.85714285714286,11.285714285714286,4
4 de jun. de 2020,16,0,8,1,103,80,11,2.51,9.428571428571429,74.85714285714286,11.571428571428571,4
3 de jun. de 2020,17,0,4,1,88,72,11,2.3,7.857142857142857,74.42857142857143,11.428571428571429,4
2 de jun. de 2020,12,0,3,0,72,64,13,2.17,6.714285714285714,76,11,3
1 de jun. de 2020,2,0,1,0,60,69,10,1.99,5.571428571428571,77.28571428571429,10.285714285714286,3
31 de mai. de 2020,0,0,0,0,58,70,10,2.09,5.285714285714286,79,9.714285714285714,3
30 de mai. de 2020,10,3,2,2,58,76,11,2.3,5.285714285714286,81.71428571428571,9.142857142857142,4
29 de mai. de 2020,9,0,6,0,53,93,15,2.2,4.571428571428571,83.57142857142857,8.428571428571429,3
28 de mai. de 2020,5,0,0,1,44,77,10,2.06,3.857142857142857,81.14285714285714,7.571428571428571,3
27 de mai. de 2020,9,0,2,0,40,83,8,2.37,4,81.57142857142857,7.857142857142857,2
26 de mai. de 2020,4,0,0,0,31,73,8,2.01,3,81.42857142857143,8.571428571428571,2
25 de mai. de 2020,0,0,0,0,27,81,6,2.03,2.7142857142857144,80.42857142857143,9.142857142857142,2
24 de mai. de 2020,0,0,0,1,27,89,6,2.44,2.999999999999998,78.57142857142857,9.714285714285714,2
23 de mai. de 2020,5,18,2,1,28,89,6,2.59,3,76.57142857142857,9.857142857142858,1
22 de mai. de 2020,4,1,3,0,42,76,9,2.19,2.4285714285714284,74,10,0
21 de mai. de 2020,6,1,11,0,39,80,12,1.99,2.142857142857143,73,9.571428571428571,0
20 de mai. de 2020,2,0,3,0,34,82,13,1.38,1.4285714285714286,71.57142857142857,8.571428571428571,0
19 de mai. de 2020,2,0,0,0,32,66,12,1.27,1.2857142857142858,71.14285714285714,7.285714285714286,0
18 de mai. de 2020,1.9999999999999858,0,3.000000000000014,0,30,68,10,1.43,1.4285714285714286,71.28571428571429,6.285714285714286,1
17 de mai. de 2020,1.4210854715202004e-14,0,-1.4210854715202004e-14,0,28.000000000000014,75,7,1.18,1.1428571428571448,71.28571428571429,5.428571428571429,1
16 de mai. de 2020,1,0,0,0,28,71,7,1.22,1.1428571428571428,70.85714285714286,5.142857142857143,1
15 de mai. de 2020,2,0,0,0,27,69,6,1.13,1,71.42857142857143,4.857142857142857,1
14 de mai. de 2020,1,0,0,0,25,70,5,1.19,1,71.57142857142857,4.714285714285714,1
13 de mai. de 2020,1,0,4,0,24,79,4,1.4,1.1428571428571428,71,4.714285714285714,1
12 de mai. de 2020,3,0,2,1,23,67,5,1.61,1.2857142857142858,67.57142857142857,4.857142857142857,1
11 de mai. de 2020,0,0,1,0,21,68,4,1.45,1.1428571428571428,64.71428571428571,5.142857142857143,0
10 de mai. de 2020,0,0,2,0,21,72,5,1.41,1.1428571428571428,61.57142857142857,5.428571428571429,0
9 de mai. de 2020,0,0,null,0,21,75,5,1.33,1.1428571428571428,57.857142857142854,5.5,0
8 de mai. de 2020,2,0,3,0,21,70,5,1.23,1.1428571428571428,53.857142857142854,5.5,0
7 de mai. de 2020,2,13,9,0,19,66,5,0.87,0.8571428571428571,50,5.5,0
